Tiempo (ms);Ángulo 1
44460;106,251678466797
44493;104,126800537109
44526;101,771255493164
44560;99,2280578613281
44593;96,5475006103516
44626;93,7795486450195
44660;90,9748764038086
44693;88,1929016113281
44726;85,5023651123047
44760;82,9705963134766
44793;80,6519775390625
44826;78,5890960693359
44860;76,8207778930664
44893;75,3818359375
44926;74,2990341186523
44960;73,5918350219727
44993;73,2731399536133
45026;73,3483047485352
45060;73,815185546875
45093;74,6665649414063
45126;75,8915557861328
45160;77,4731063842773
45193;79,3849029541016
45226;81,5929718017578
45260;84,0564651489258
45293;86,7220840454102
45326;89,5214920043945
45360;92,3794631958008
45393;95,2232131958008
45426;97,9867248535156
45459;100,612434387207
45493;103,05233001709
45526;105,267387390137
45560;107,22518157959
45593;108,897529602051
45626;110,260620117188
45660;111,297439575195
45693;112,000534057617
45726;112,369491577148
45759;112,404945373535
45793;112,107009887695
45826;111,47900390625
45859;110,528701782227
45893;109,26473236084
45926;107,697303771973
45959;105,845703125
45993;103,740646362305
46026;101,41748046875
46059;98,9135131835938
46093;96,2730255126953
46126;93,5480728149414
46159;90,7939682006836
46193;88,0685729980469
46226;85,4342727661133
46259;82,9551620483398
46293;80,6889724731445
46326;78,6806335449219
46359;76,9643173217773
46392;75,5703506469727
46426;74,5263290405273
46459;73,8548889160156
46492;73,5729293823242
46526;73,6878204345703
46559;74,1939239501953
46593;75,0777359008789
46626;76,3246765136719
46659;77,9172668457031
46692;79,829963684082
46726;82,0289993286133
46759;84,4732437133789
46792;87,1108016967773
46827;89,8756256103516
46859;92,6909866333008
46892;95,4804306030273
46926;98,1794891357422
46959;100,737869262695
46992;103,112831115723
47026;105,264663696289
47059;107,159004211426
47092;108,769485473633
47126;110,077743530273
47159;111,07080078125
47192;111,738510131836
47226;112,076042175293
47259;112,085166931152
47292;111,768257141113
47326;111,125022888184
47359;110,158279418945
47392;108,878730773926
47426;107,304222106934
47459;105,458656311035
47492;103,370903015137
47525;101,072647094727
47559;98,600715637207
47592;96,0009078979492
47625;93,325309753418
47659;90,6277084350586
47692;87,9634857177734
47725;85,3915405273438
47759;82,9730606079102
47792;80,7652435302734
47825;78,8152313232422
47859;77,1593475341797
47892;75,8273773193359
47925;74,8454818725586
47959;74,2328720092773
47992;73,9988861083984
48025;74,1454772949219
48059;74,6701202392578
48092;75,5669174194336
48125;76,8263473510742
48158;78,4310684204102
48192;80,3528137207031
48225;82,5528869628906
48258;84,9827194213867
48292;87,5848388671875
48325;90,2934951782227
48358;93,0374908447266
48392;95,7497024536133
48425;98,3732376098633
48459;100,858818054199
48492;103,161811828613
48525;105,243225097656
48558;107,071907043457
48592;108,624481201172
48625;109,882347106934
48658;110,830116271973
48692;111,456565856934
48725;111,754661560059
48758;111,721221923828
48792;111,357414245605
48825;110,669296264648
48858;109,668731689453
48892;108,37279510498
48925;106,799789428711
48958;104,967735290527
48992;102,898826599121
49025;100,622680664063
49058;98,1770248413086
49092;95,607795715332
49125;92,9655838012695
49158;90,3037414550781
49192;87,682991027832
49225;85,1692047119141
49258;82,8221130371094
49292;80,6906280517578
49325;78,81494140625
49358;77,2275161743164
49392;75,9551544189453
49425;75,0226211547852
49458;74,4530334472656
49491;74,2634201049805
49525;74,4578018188477
49558;75,0274047851563
49591;75,9588851928711
49625;77,2384033203125
49658;78,8486633300781
49691;80,7656173706055
49725;82,9539031982422
49758;85,3639678955078
49791;87,9367980957031
49825;90,6089706420898
